Link ID; Channel ID; Line; Data 
 1;18;18;0x3cdd0008020f0189faf4ff26L
 1;18;19;0x3cdd0008020f0197fae8ff25L
 1;18;20;0x3cdd8008020f019721f4fff3L
 1;18;21;0x3cdd8008020f019732e5fff2L
 1;18;22;0x3cdd8008020f0197fdfeff51L
 1;18;23;0x3cdd8008020f019792f7ffefL
 1;18;24;0x3cdd8008020f0197fae6ffe0L
 1;18;25;0x3cdd8008020f0197aaf3ffe1L
 1;18;26;0x3cdd8008020f019752edffe2L
 1;18;27;0x3cdd8008020f0197eefffffcL
 1;18;28;0x3cdd8008020f0197fdffffe4L
 1;18;29;0x3cdd8008020f01975deffffaL
 1;18;30;0x3cdd8008020f0197f2f7fff9L
 1;20; 1;0x3cc38008020f0197525fff28L
 1;20; 2;0x3cc38008020f019741eaff36L
 1;20; 3;0x3cc38008020f019761e4ff35L
 1;20; 4;0x3cdd0008020f01970a27ff23L
 1;20; 5;0x3cdd0008020f0197bd3eff3dL
 1;20; 6;0x3cdd0008020f0197ba35ff3eL
 1;20; 7;0x3cdd0008020f0197c12fff3fL
 1;20; 8;0x3cdd0008020f0197a634ff30L
 1;20; 9;0x3cdd0008020f019756e4ff2eL
 1;20;10;0x3cdd0008020f019786f5ff2dL
 1;20;11;0x3cdd0008020f019786f1ff2cL
 1;20;12;0x3cdd0008020f01977ae4ff2bL
 1;20;13;0x3cdd0008020f019761eeff2aL
 1;20;14;0x3cdd0008020f01977245ff29L
 1;20;15;0x3cdd0008020f019726feff97L
 1;20;16;0x3cdd0008020f01979d5dff38L
 1;20;17;0x3cdd0008020f01979af0ff26L
 1;20;18;0x3cdd0008020f0197a6fcff25L
 1;20;19;0x3cdd8008020f0189fd3cfff3L
 1;20;20;0x3cdd8008020f019776e1fff2L
 1;20;21;0x3cdd8008020f0197dd30fff1L
 1;20;22;0x3cdd8008020f0197c62affefL
 1;20;23;0x3cdd8008020f0197b228ffe0L
 1;20;24;0x3cdd8008020f019786f9ffe1L
 1;20;25;0x3cdd8008020f01978ae8ffe2L
 1;20;26;0x3cdd8008020f019756f0fffcL
 1;20;27;0x3cdd8008020f01977af9ffe4L
 1;20;28;0x3cdd8008020f019776eefffaL
 1;20;29;0x3cdd8008020f01976a5efff9L
 1;20;30;0x3cdd8008020f01972afeff47L
